,uid,majority_label,label_dist,label_count,entropy,old_label,old_labels,premise,hypothesis,n,e,c,ground_truth
450596617.jpg#3r1n,450596617.jpg#3r1n,e,"[0.52, 0.47, 0.01]","[52, 47, 1]",1.0689707760528673,e,"['neutral', 'entailment', 'entailment', 'entailment', 'neutral']",Man and woman walking near the ocean.,Man and woman walking on the beach.,47.0,52.0,1.0,n
7228557720.jpg#0r1n,7228557720.jpg#0r1n,e,"[0.8, 0.2, 0.0]","[80, 20, 0]",0.7219280948873623,n,"['neutral', 'neutral', 'entailment', 'neutral', 'entailment']",A man drawing pictures of individuals sits under an umbrella with previous works such as justin beiber around him.,an artist works,20.0,80.0,0.0,n
23016221.jpg#0r1n,23016221.jpg#0r1n,n,"[0.12, 0.88, 0.0]","[12, 88, 0]",0.5293608652873644,n,"['neutral', 'entailment', 'entailment', 'neutral', 'neutral']",The girl in yellow shorts and white jacket has a tennis ball in her left pocket.,A girl about to play tennis,88.0,12.0,0.0,n
4980149155.jpg#4r1n,4980149155.jpg#4r1n,n,"[0.17, 0.83, 0.0]","[17, 83, 0]",0.6577047787442195,n,"['neutral', 'entailment', 'neutral', 'entailment', 'neutral']",A couple of travelers in a train station.,Some travelers are at a train station waiting for their train to arrive.,83.0,17.0,0.0,n
3564148252.jpg#4r1n,3564148252.jpg#4r1n,n,"[0.13, 0.87, 0.0]","[13, 87, 0]",0.557438185027989,n,"['neutral', 'neutral', 'entailment', 'entailment', 'neutral']",A person on a motorcycle.,a man on a motorcycle,87.0,13.0,0.0,n
344536009.jpg#2r1c,344536009.jpg#2r1c,c,"[0.0, 0.06, 0.94]","[0, 6, 94]",0.3274449191544763,c,"['contradiction', 'neutral', 'neutral', 'contradiction', 'contradiction']",A young man is having his dreadlocks cutoff by a woman with scissors.,The young man is bald.,6.0,0.0,94.0,c
344536009.jpg#2r1e,344536009.jpg#2r1e,e,"[0.89, 0.07, 0.04]","[89, 7, 4]",0.6039385916705984,e,"['entailment', 'neutral', 'entailment', 'entailment', 'neutral']",A young man is having his dreadlocks cutoff by a woman with scissors.,The young man has twisted hair.,7.0,89.0,4.0,e
4534537073.jpg#2r1e,4534537073.jpg#2r1e,e,"[0.96, 0.04, 0.0]","[96, 4, 0]",0.24229218908241482,e,"['entailment', 'neutral', 'neutral', 'entailment', 'entailment']",The lady carrying the big bag is walking under the trees in bloom.,A lady is carrying a big bag.,4.0,96.0,0.0,e
2415402073.jpg#1r1n,2415402073.jpg#1r1n,n,"[0.03, 0.97, 0.0]","[3, 97, 0]",0.1943918578315762,n,"['neutral', 'entailment', 'neutral', 'contradiction', 'neutral']",The young woman wearing a striped pink shirt is approaching the stone-block stairs.,A young woman comes towards the steps to her apartment,97.0,3.0,0.0,n
2415402073.jpg#1r1e,2415402073.jpg#1r1e,n,"[0.32, 0.68, 0.0]","[32, 68, 0]",0.9043814577244939,n,"['entailment', 'neutral', 'contradiction', 'neutral', 'neutral']",The young woman wearing a striped pink shirt is approaching the stone-block stairs.,A woman prepares to ascend the stairs,68.0,32.0,0.0,e
2314377503.jpg#2r1e,2314377503.jpg#2r1e,n,"[0.02, 0.97, 0.01]","[2, 97, 1]",0.2219407328532109,n,"['entailment', 'contradiction', 'neutral', 'neutral', 'neutral']",An old man wrapped in a gray cloth sitting against a wall.,An old man is outdoors.,97.0,2.0,1.0,e
2280437733.jpg#0r1n,2280437733.jpg#0r1n,n,"[0.42, 0.53, 0.05]","[42, 53, 5]",1.2271886265447818,n,"['neutral', 'neutral', 'entailment', 'entailment', 'neutral']","Scene from a life show with man singing in the center, there are two women one on each side of him.",There is a play going on.,53.0,42.0,5.0,n
2280437733.jpg#0r1e,2280437733.jpg#0r1e,n,"[0.4, 0.6, 0.0]","[40, 60, 0]",0.9709505944546688,e,"['entailment', 'entailment', 'contradiction', 'entailment', 'neutral']","Scene from a life show with man singing in the center, there are two women one on each side of him.",A man is singing on stage.,60.0,40.0,0.0,e
2912739576.jpg#3r1n,2912739576.jpg#3r1n,n,"[0.19, 0.81, 0.0]","[19, 81, 0]",0.7014714598838974,n,"['neutral', 'contradiction', 'entailment', 'neutral', 'neutral']",A baby in a bathrobe waits for his shower.,A baby is waiting for his mother to give him a shower.,81.0,19.0,0.0,n
5456862756.jpg#0r1n,5456862756.jpg#0r1n,n,"[0.18, 0.79, 0.03]","[18, 79, 3]",0.8657340234335624,n,"['neutral', 'neutral', 'neutral', 'entailment', 'entailment']","A woman soaks her feet in a natural pool in a landscape of rocks, with green covered tents in the background.",A woman is camping,79.0,18.0,3.0,n
5456862756.jpg#0r1e,5456862756.jpg#0r1e,e,"[0.93, 0.07, 0.0]","[93, 7, 0]",0.36592365090022316,e,"['entailment', 'neutral', 'neutral', 'entailment', 'entailment']","A woman soaks her feet in a natural pool in a landscape of rocks, with green covered tents in the background.",A lady is outdoors,7.0,93.0,0.0,e
160792599.jpg#0r1c,160792599.jpg#0r1c,c,"[0.05, 0.4, 0.55]","[5, 40, 55]",1.219240704636849,n,"['contradiction', 'neutral', 'neutral', 'contradiction', 'neutral']",Three men and two women stand facing the ocean from the shore on a sunny day.,People stand in the ocean waves.,40.0,5.0,55.0,c
4929777339.jpg#4r1n,4929777339.jpg#4r1n,n,"[0.12, 0.86, 0.02]","[12, 86, 2]",0.6670730006443817,n,"['neutral', 'neutral', 'contradiction', 'entailment', 'neutral']",A woman in black pants is looking at her cellphone.,a younger woman is looking at her phone,86.0,12.0,2.0,n
7591649888.jpg#1r1n,7591649888.jpg#1r1n,n,"[0.11, 0.88, 0.01]","[11, 88, 1]",0.5790188873238004,n,"['neutral', 'neutral', 'entailment', 'entailment', 'neutral']",Three young girls are walking hand in hand in a crowd of people.,A group of girls try to make their way through the crowd at a concert.,88.0,11.0,1.0,n
461044512.jpg#0r1e,461044512.jpg#0r1e,e,"[0.7, 0.28, 0.02]","[70, 28, 2]",0.987298699737119,e,"['entailment', 'neutral', 'entailment', 'neutral', 'entailment']",A little girl in a pink Dora shirt with a pink hat on and a pink lei around her neck is cleaning some rocks with a toothbrush in a white plastic tub.,The girl is under the age of 18 years old.,28.0,70.0,2.0,e
7610925230.jpg#0r1e,7610925230.jpg#0r1e,e,"[0.99, 0.01, 0.0]","[99, 1, 0]",0.08079313589591118,e,"['entailment', 'neutral', 'entailment', 'entailment', 'neutral']","Three middle-age women are on a stage, one singing and the other two cheerleading in blue uniforms.",Three women are on stage.,1.0,99.0,0.0,e
7610925230.jpg#0r1c,7610925230.jpg#0r1c,c,"[0.0, 0.46, 0.54]","[0, 46, 54]",0.9953784388202258,n,"['contradiction', 'contradiction', 'neutral', 'neutral', 'neutral']","Three middle-age women are on a stage, one singing and the other two cheerleading in blue uniforms.",All of the women are wearing tracksuits.,46.0,0.0,54.0,c
7610925230.jpg#0r1n,7610925230.jpg#0r1n,c,"[0.1, 0.31, 0.59]","[10, 31, 59]",1.3051031249425709,n,"['neutral', 'neutral', 'neutral', 'contradiction', 'entailment']","Three middle-age women are on a stage, one singing and the other two cheerleading in blue uniforms.",The older women are singing.,31.0,10.0,59.0,n
2482588693.jpg#0r1n,2482588693.jpg#0r1n,n,"[0.19, 0.8, 0.01]","[19, 80, 1]",0.7792074863105536,n,"['neutral', 'neutral', 'entailment', 'neutral', 'contradiction']","Two men, one kneeling and one squatting, are posing in front of a clear wall with shops in the background.",There are two men posing for a photgraphy stunt.,80.0,19.0,1.0,n
2970827076.jpg#2r1e,2970827076.jpg#2r1e,c,"[0.32, 0.31, 0.37]","[32, 31, 37]",1.580557588272082,e,"['entailment', 'neutral', 'contradiction', 'entailment', 'entailment']",A clerk at a store is idling a waiting for next customer.,Clerk waits in checkout line.,31.0,32.0,37.0,e
7062352447.jpg#3r1c,7062352447.jpg#3r1c,c,"[0.02, 0.39, 0.59]","[2, 39, 59]",1.0917899252949617,c,"['contradiction', 'contradiction', 'neutral', 'neutral', 'contradiction']",A team of people on a bike race.,The people are in a unicycle race.,39.0,2.0,59.0,c
3020785883.jpg#1r1n,3020785883.jpg#1r1n,n,"[0.44, 0.55, 0.01]","[44, 55, 1]",1.0619584351357512,n,"['neutral', 'entailment', 'entailment', 'neutral', 'neutral']",A little baby is sitting on the ground with his hands in a cup.,The baby is playing with the cup.,55.0,44.0,1.0,n
3560513546.jpg#4r1n,3560513546.jpg#4r1n,n,"[0.13, 0.86, 0.01]","[13, 86, 1]",0.6362113373725784,n,"['neutral', 'entailment', 'entailment', 'neutral', 'neutral']",A woman smiling while on a bicycle.,A woman is smiling on her bicycle as cars drive past her.,86.0,13.0,1.0,n
2129430111.jpg#3r1n,2129430111.jpg#3r1n,e,"[0.56, 0.44, 0.0]","[56, 44, 0]",0.9895875212220555,n,"['neutral', 'entailment', 'entailment', 'neutral', 'neutral']",A person in a red hat with a huge backpack going hiking.,The person might be going on an adventure.,44.0,56.0,0.0,n
574181.jpg#2r1n,574181.jpg#2r1n,e,"[0.95, 0.05, 0.0]","[95, 5, 0]",0.2863969571159562,e,"['neutral', 'entailment', 'entailment', 'neutral', 'entailment']",Two men are in a bare room sweeping the floor.,two men clean,5.0,95.0,0.0,n
574181.jpg#2r1e,574181.jpg#2r1e,n,"[0.1, 0.9, 0.0]","[10, 90, 0]",0.46899559358928117,e,"['entailment', 'entailment', 'neutral', 'neutral', 'entailment']",Two men are in a bare room sweeping the floor.,Two janitors sweep,90.0,10.0,0.0,e
4694000518.jpg#2r1c,4694000518.jpg#2r1c,c,"[0.0, 0.1, 0.9]","[0, 10, 90]",0.46899559358928117,c,"['contradiction', 'contradiction', 'contradiction', 'neutral', 'neutral']",Several women with long hair and mini-dresses walk together.,A group of men on a bass boat.,10.0,0.0,90.0,c
3377383984.jpg#0r1n,3377383984.jpg#0r1n,e,"[0.82, 0.16, 0.02]","[82, 16, 2]",0.7706635459878962,n,"['neutral', 'neutral', 'entailment', 'neutral', 'entailment']",A girl in a red and white uniform tagging out a girl in a black uniform and helmet during a competitive game of softball.,Two girls from rival teams are participating in a softball game.,16.0,82.0,2.0,n
3377383984.jpg#0r1c,3377383984.jpg#0r1c,c,"[0.05, 0.15, 0.8]","[5, 15, 80]",0.884183719779189,c,"['contradiction', 'contradiction', 'neutral', 'entailment', 'contradiction']",A girl in a red and white uniform tagging out a girl in a black uniform and helmet during a competitive game of softball.,Two girls in softball uniforms are sitting on the ground.,15.0,5.0,80.0,c
4977898090.jpg#3r1n,4977898090.jpg#3r1n,n,"[0.01, 0.99, 0.0]","[1, 99, 0]",0.08079313589591118,n,"['neutral', 'neutral', 'contradiction', 'neutral', 'entailment']",A street scene of people on scooters.,The scooters are electric.,99.0,1.0,0.0,n
7814014742.jpg#3r1n,7814014742.jpg#3r1n,e,"[0.63, 0.37, 0.0]","[63, 37, 0]",0.950672092687066,n,"['neutral', 'neutral', 'entailment', 'entailment', 'neutral']",Three motor-cross bike racers in a competition.,Three people are racing bikes for a prize.,37.0,63.0,0.0,n
2490863987.jpg#0r1c,2490863987.jpg#0r1c,c,"[0.08, 0.24, 0.68]","[8, 24, 68]",1.1639904575514164,c,"['contradiction', 'neutral', 'contradiction', 'contradiction', 'entailment']","A man holds a sign outside a hotel that reads ""Ok Ok Ok, I need money for beer, pot and a hooker.""",The man is appealing to morality.,24.0,8.0,68.0,c
2325025735.jpg#4r1n,2325025735.jpg#4r1n,n,"[0.11, 0.89, 0.0]","[11, 89, 0]",0.499915958164528,n,"['neutral', 'entailment', 'neutral', 'neutral', 'entailment']",A child climbing a rock.,A small child is climbing a rock to see what's on the other side.,89.0,11.0,0.0,n
4960200748.jpg#3r1n,4960200748.jpg#3r1n,n,"[0.26, 0.73, 0.01]","[26, 73, 1]",0.9031699350756281,e,"['neutral', 'entailment', 'neutral', 'entailment', 'entailment']",A man is performing tricks with his superbike.,A man is outside.,73.0,26.0,1.0,n
4682929932.jpg#2r1e,4682929932.jpg#2r1e,e,"[0.79, 0.19, 0.02]","[79, 19, 2]",0.8367631711605321,n,"['entailment', 'neutral', 'neutral', 'entailment', 'neutral']","A group of people, men, women and children gathered around a table stacked with merchandise.",There are products on the furniture.,19.0,79.0,2.0,e
4682929932.jpg#4r1e,4682929932.jpg#4r1e,e,"[0.6, 0.38, 0.02]","[60, 38, 2]",1.0855093773010513,n,"['entailment', 'neutral', 'neutral', 'neutral', 'entailment']",People crowded around toys on a table.,People are looking at something.,38.0,60.0,2.0,e
3487378989.jpg#2r1e,3487378989.jpg#2r1e,e,"[0.73, 0.27, 0.0]","[73, 27, 0]",0.8414646362081756,n,"['entailment', 'entailment', 'neutral', 'neutral', 'neutral']",A man grabs the spokes of his bicycle while he jumps.,A man owns a bicycle.,27.0,73.0,0.0,e
6167795092.jpg#3r1c,6167795092.jpg#3r1c,c,"[0.01, 0.38, 0.61]","[1, 38, 61]",1.0318939587528015,c,"['contradiction', 'contradiction', 'neutral', 'contradiction', 'neutral']",A cyclists rides up a hill amid cheering bystanders.,The person is on a motorcycle.,38.0,1.0,61.0,c
6864033895.jpg#3r1e,6864033895.jpg#3r1e,e,"[0.87, 0.13, 0.0]","[87, 13, 0]",0.557438185027989,e,"['entailment', 'entailment', 'neutral', 'neutral', 'entailment']",A woman with a red scarf is juggling oranges.,A woman is performing a trick.,13.0,87.0,0.0,e
2937497894.jpg#0r1e,2937497894.jpg#0r1e,n,"[0.23, 0.76, 0.01]","[23, 76, 1]",0.8550120296644869,e,"['entailment', 'neutral', 'neutral', 'entailment', 'entailment']",A person performs a snowboarding trick on a rail as a man crouches down to get a better view.,The person snowboards well.,76.0,23.0,1.0,e
3381038951.jpg#0r1c,3381038951.jpg#0r1c,c,"[0.01, 0.22, 0.77]","[1, 22, 77]",0.8373555973394452,c,"['contradiction', 'neutral', 'contradiction', 'contradiction', 'neutral']",A woman in a white t-shirt points at a geyser.,The women points at the frozen glacier off the side of the cruise ship.,22.0,1.0,77.0,c
3381038951.jpg#0r1e,3381038951.jpg#0r1e,n,"[0.02, 0.89, 0.09]","[2, 89, 9]",0.5751601860848226,n,"['entailment', 'neutral', 'neutral', 'entailment', 'neutral']",A woman in a white t-shirt points at a geyser.,The women points her daughter to the geyser.,89.0,2.0,9.0,e
3295671644.jpg#2r1n,3295671644.jpg#2r1n,n,"[0.09, 0.54, 0.37]","[9, 54, 37]",1.3234259431939321,n,"['neutral', 'neutral', 'neutral', 'contradiction', 'entailment']",Dog standing with 1 foot up in a large field.,The dog is practicing balancing on one leg.,54.0,9.0,37.0,n
4642869349.jpg#2r1e,4642869349.jpg#2r1e,n,"[0.12, 0.87, 0.01]","[12, 87, 1]",0.6082998482997922,n,"['entailment', 'neutral', 'entailment', 'neutral', 'neutral']","A group of dancers with green shirts are all holding hands in a circle, one lady has a white shirt.",A group of dancers are preparing,87.0,12.0,1.0,e
137231942.jpg#1r1e,137231942.jpg#1r1e,e,"[0.82, 0.17, 0.01]","[82, 17, 1]",0.7357948629753384,e,"['entailment', 'neutral', 'entailment', 'entailment', 'neutral']",A man with blond-hair and tattoos strolls behind bleachers on the cellphone.,A man talks on his cell phone.,17.0,82.0,1.0,e
4931116460.jpg#0r1e,4931116460.jpg#0r1e,e,"[0.85, 0.14, 0.01]","[85, 14, 1]",0.6628442049696137,e,"['entailment', 'entailment', 'neutral', 'entailment', 'contradiction']","Three women on a stage, one wearing red shoes, black pants, and a gray shirt is sitting on a prop, another is sitting on the floor, and the third wearing a black shirt and pants is standing, as a gentleman in the back tunes an instrument.",The man tuning the instrument is near three women,14.0,85.0,1.0,e
3158680604.jpg#4r1e,3158680604.jpg#4r1e,n,"[0.05, 0.94, 0.01]","[5, 94, 1]",0.3664462644533775,e,"['entailment', 'neutral', 'entailment', 'neutral', 'entailment']",Four people in a kitchen,Four people in a kitchen cooking.,94.0,5.0,1.0,e
7052516843.jpg#4r1n,7052516843.jpg#4r1n,n,"[0.2, 0.79, 0.01]","[20, 79, 1]",0.799483779737341,e,"['neutral', 'entailment', 'entailment', 'neutral', 'entailment']",A person is folding laundry on the floor.,A man is folding his laundry while sitting on the floor.,79.0,20.0,1.0,n
4672131242.jpg#4r1n,4672131242.jpg#4r1n,n,"[0.02, 0.83, 0.15]","[2, 83, 15]",0.7465398724154994,n,"['neutral', 'neutral', 'contradiction', 'neutral', 'contradiction']",A man in a black shirt is standing behind a blue SUV.,An old person is next to a car.,83.0,2.0,15.0,n
4716605063.jpg#2r1n,4716605063.jpg#2r1n,n,"[0.07, 0.92, 0.01]","[7, 92, 1]",0.4456643456582405,n,"['neutral', 'neutral', 'neutral', 'entailment', 'entailment']",A woman on vacation enjoying a vanilla ice cream cone.,A woman is eating ice cream on the beach.,92.0,7.0,1.0,n
4716605063.jpg#2r1c,4716605063.jpg#2r1c,c,"[0.02, 0.24, 0.74]","[2, 24, 74]",0.9284696990362244,c,"['contradiction', 'neutral', 'neutral', 'contradiction', 'contradiction']",A woman on vacation enjoying a vanilla ice cream cone.,A woman is putting ice cream in her shoe.,24.0,2.0,74.0,c
2885111681.jpg#0r1e,2885111681.jpg#0r1e,e,"[0.95, 0.04, 0.01]","[95, 4, 1]",0.3224933618603243,e,"['entailment', 'neutral', 'neutral', 'entailment', 'entailment']",A large elderly woman in a green stripy dress is carrying shopping bags along a cobbled street.,a woman in green walks along a street,4.0,95.0,1.0,e
2738381514.jpg#3r1e,2738381514.jpg#3r1e,e,"[0.88, 0.09, 0.03]","[88, 9, 3]",0.6267142402224604,n,"['entailment', 'neutral', 'neutral', 'entailment', 'neutral']",A man pulls a bicycle-driven cart through a city alley.,A man is in an urban location.,9.0,88.0,3.0,e
4573958272.jpg#2r1n,4573958272.jpg#2r1n,c,"[0.0, 0.46, 0.54]","[0, 46, 54]",0.9953784388202258,c,"['neutral', 'contradiction', 'contradiction', 'contradiction', 'neutral']",A rather tall man and a woman wearing a red top and blue jeans waiting at on the sidewalk.,The man and woman are walking to the pharmacy.,46.0,0.0,54.0,n
5008951909.jpg#0r1n,5008951909.jpg#0r1n,n,"[0.42, 0.56, 0.02]","[42, 56, 2]",1.1069641158553871,n,"['neutral', 'neutral', 'entailment', 'neutral', 'entailment']",A man waving at the camera holding a stick with a pile of wood.,The man waved at the camera for the photographer.,56.0,42.0,2.0,n
2527628435.jpg#0r1n,2527628435.jpg#0r1n,n,"[0.0, 0.61, 0.39]","[0, 61, 39]",0.9647995485050873,c,"['neutral', 'contradiction', 'contradiction', 'neutral', 'contradiction']",A man sitting in a small shelter with various articles of clothing hanging on the wall.,A guy is rolling a cigarette.,61.0,0.0,39.0,n
3072611047.jpg#1r1n,3072611047.jpg#1r1n,n,"[0.09, 0.9, 0.01]","[9, 90, 1]",0.5158951529482093,n,"['neutral', 'neutral', 'neutral', 'entailment', 'entailment']",Two children are diving side by side into a river.,Two children are diving off a high rock into a small river.,90.0,9.0,1.0,n
